readID	Sample	stitle	readCheck	lanc_genome
FR687360.1-950160/2	synthetic_stool_high_S0	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-534706/2	synthetic_stool_high_S0	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-100992/2	synthetic_stool_high_S0	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-48880/2	synthetic_stool_high_S0	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
AP009049.1-837340/2	synthetic_stool_high_S0	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
AP009049.1-129986/1	synthetic_stool_high_S0	lantibiotic biosynthesis protein [Bacillus cereus]	TP	other
CP004121.1-491988/1	synthetic_stool_high_S0	lanthionine synthetase C-like protein [Clostridium saccharoperbutylacetonicum]	TP	other
CP000673.1-1490578/2	synthetic_stool_low_S32	lantibiotic biosynthesis protein [Bacillus sp. ok061]	TP	other
CP000673.1-1421738/2	synthetic_stool_low_S32	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
CP000673.1-867636/1	synthetic_stool_low_S32	lantibiotic biosynthesis protein [Bacillus cereus]	TP	other
CP000673.1-390948/2	synthetic_stool_low_S32	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
CP000673.1-117582/1	synthetic_stool_low_S32	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
gi|529222834|ref|NC_021985.1|-7915076/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces sp. Tue6028]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-7879982/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-7807684/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-7527160/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-7410728/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-7378516/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-7263124/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces sp. Tue6028]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-7170528/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-6811440/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-6796928/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces resistomycificus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-6495726/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-6406788/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-5909872/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-5430338/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-5424186/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-5253624/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-5227556/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-5224974/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-4660568/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-4592972/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-4520218/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-4309698/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-3783254/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-2267580/1	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-1219502/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-330158/2	synthetic_stool_low_S32	lanthionine synthetase C family protein [Streptomyces collinus]	TP	lantibiotic_genome
CP000869.1-1277712/2	synthetic_stool_high_S43	type 2 lantipeptide synthetase LanM [Paenibacillus polymyxa]	TP	other
FR687360.1-43680/2	synthetic_stool_high_S43	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
CP000425.1-1406102/2	synthetic_stool_high_S43	type 2 lantibiotic biosynthesis protein LanM, lanM [Lactococcus lactis subsp. cremoris]	TP	other
CP004121.1-12491332/2	synthetic_stool_low_S49	lanthionine synthetase C-like protein [Clostridium saccharoperbutylacetonicum]	TP	other
CP004121.1-11029526/2	synthetic_stool_low_S49	lanthionine synthetase C-like protein [Clostridium saccharoperbutylacetonicum]	TP	other
CP004121.1-7068324/1	synthetic_stool_low_S49	lanthionine synthetase C-like protein [Clostridium saccharoperbutylacetonicum]	TP	other
CP004121.1-5392620/1	synthetic_stool_low_S49	lanthionine synthetase C-like protein [Clostridium saccharoperbutylacetonicum]	TP	other
CP004121.1-5221730/1	synthetic_stool_low_S49	lanthionine synthetase C-like protein [Clostridium saccharoperbutylacetonicum]	TP	other
CP004121.1-4487034/1	synthetic_stool_low_S49	diguanylate cyclase [Clostridium saccharoperbutylacetonicum]	TP	other
CP004121.1-938664/1	synthetic_stool_low_S49	lanthionine synthetase C-like protein [Clostridium saccharoperbutylacetonicum]	TP	other
CP002925.1-4916282/1	synthetic_stool_low_S49	lantibiotic-modifying protein [Streptococcus pneumoniae]	TP	other
CP002925.1-2599730/2	synthetic_stool_low_S49	lantibiotic modifying enzyme [Streptococcus pneumoniae]	TP	other
CP000673.1-809646/2	synthetic_stool_low_S39	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
CP010413.1-23194986/2	synthetic_stool_low_S39	lanthionine synthetase [Bifidobacterium breve]	TP	other
CP010413.1-22656748/2	synthetic_stool_low_S39	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP010413.1-20568184/2	synthetic_stool_low_S39	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP010413.1-17802526/2	synthetic_stool_low_S39	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP010413.1-14747658/1	synthetic_stool_low_S39	lanthionine synthetase [Bifidobacterium breve]	TP	other
CP010413.1-14678796/2	synthetic_stool_low_S39	lanthionine synthetase [Bifidobacterium breve]	TP	other
CP010413.1-9520172/2	synthetic_stool_low_S39	lanthionine synthetase [Bifidobacterium breve]	TP	other
CP010413.1-8974478/2	synthetic_stool_low_S39	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP010413.1-7988406/2	synthetic_stool_low_S39	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP010413.1-6851324/2	synthetic_stool_low_S39	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP010413.1-5530430/2	synthetic_stool_low_S39	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP010413.1-5528230/2	synthetic_stool_low_S39	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP010413.1-4162174/2	synthetic_stool_low_S39	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP010413.1-4121486/2	synthetic_stool_low_S39	lanthionine synthetase [Bifidobacterium breve]	TP	other
CP010413.1-3023748/1	synthetic_stool_low_S39	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP010413.1-2613884/2	synthetic_stool_low_S39	lanthionine synthetase [Bifidobacterium breve]	TP	other
CP010413.1-2512082/2	synthetic_stool_low_S39	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP010413.1-1237710/2	synthetic_stool_low_S39	lanthionine synthetase [Bifidobacterium breve]	TP	other
CP010413.1-803668/2	synthetic_stool_high_S4	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP001834.1-756572/2	synthetic_stool_high_S4	Chain A, Nisin cyclase	TP	lantibiotic_genome
HE613569.1-228326/2	synthetic_stool_high_S4	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-213716/2	synthetic_stool_high_S4	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
gi|1098135721|emb|FOXX01000007.1|-661874/2	synthetic_stool_high_S4	type 2 lantipeptide synthetase LanM [Bacillus endophyticus]	TP	lantibiotic_genome
gi|1098135721|emb|FOXX01000007.1|-334366/2	synthetic_stool_high_S4	type 2 lantipeptide synthetase LanM [Bacillus endophyticus]	TP	lantibiotic_genome
gi|1098135721|emb|FOXX01000007.1|-320400/1	synthetic_stool_high_S4	type 2 lantipeptide synthetase LanM [Bacillus endophyticus]	TP	lantibiotic_genome
gi|1098135721|emb|FOXX01000007.1|-280834/2	synthetic_stool_high_S4	type 2 lantipeptide synthetase LanM [Bacillus endophyticus]	TP	lantibiotic_genome
AE001437.1-304196/2	synthetic_stool_high_S63	lanthionine synthetase C-like protein [Clostridium roseum]	TP	other
AP009049.1-379240/2	synthetic_stool_high_S30	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
CP010413.1-657964/1	synthetic_stool_high_S30	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
CP010413.1-489008/2	synthetic_stool_high_S30	lanthionine synthetase [Bifidobacterium breve]	TP	other
AP006841.1-8146092/1	synthetic_stool_high_S30	lanthionine synthetase C-like family protein, partial [Bacteroides fragilis str. 3783N1-2]	TP	other
AP006841.1-3969526/1	synthetic_stool_high_S30	lanthionine synthetase C-like family protein, partial [Bacteroides fragilis str. 1007-1-F #8]	TP	other
CP001834.1-4683836/1	synthetic_stool_low_S36	lantibiotic cyclase [Lactococcus lactis]	TP	lantibiotic_genome
CP001834.1-2315362/2	synthetic_stool_low_S36	Chain A, Nisin cyclase	TP	lantibiotic_genome
CP001834.1-1658482/2	synthetic_stool_low_S36	Chain A, Nisin cyclase	TP	lantibiotic_genome
gi|754859657|ref|NZ_CP009285.1|-20693046/2	synthetic_stool_low_S36	lanthionine synthetase [Streptococcus equinus]	TP	other
gi|754859657|ref|NZ_CP009285.1|-20070956/2	synthetic_stool_low_S36	lanthionine synthetase [Streptococcus equinus]	TP	other
gi|754859657|ref|NZ_CP009285.1|-18032940/1	synthetic_stool_low_S36	lanthionine synthetase [Streptococcus equinus]	TP	other
gi|754859657|ref|NZ_CP009285.1|-17377486/2	synthetic_stool_low_S36	type 2 lantipeptide synthetase LanM [Cyanothece sp. PCC 7425]	TP	other
gi|754859657|ref|NZ_CP009285.1|-15194816/1	synthetic_stool_low_S36	lanthionine synthetase [Streptococcus equinus]	TP	other
gi|754859657|ref|NZ_CP009285.1|-13518770/2	synthetic_stool_low_S36	lanthionine synthetase C-like protein [Clostridium sp. CAG:43]	TP	other
gi|754859657|ref|NZ_CP009285.1|-12421116/2	synthetic_stool_low_S36	lanthionine synthetase [Streptococcus equinus]	TP	other
gi|754859657|ref|NZ_CP009285.1|-11348020/2	synthetic_stool_low_S36	lanthionine synthetase C-like protein [Clostridium sp. CAG:43]	TP	other
gi|754859657|ref|NZ_CP009285.1|-10816476/2	synthetic_stool_low_S36	type 2 lantipeptide synthetase LanM [Nostoc carneum]	TP	other
gi|754859657|ref|NZ_CP009285.1|-10150238/2	synthetic_stool_low_S36	lanthionine synthetase [Streptococcus equinus]	TP	other
gi|754859657|ref|NZ_CP009285.1|-10115998/1	synthetic_stool_low_S36	type 2 lantipeptide synthetase LanM [Calothrix sp. HK-06]	TP	other
gi|754859657|ref|NZ_CP009285.1|-8713956/1	synthetic_stool_low_S36	lanthionine synthetase [Streptococcus equinus]	TP	other
gi|754859657|ref|NZ_CP009285.1|-7991372/2	synthetic_stool_low_S36	lanthionine synthetase C-like protein [Clostridium sp. CAG:167]	TP	other
gi|754859657|ref|NZ_CP009285.1|-6344588/1	synthetic_stool_low_S36	lanthionine synthetase [Streptococcus equinus]	TP	other
gi|754859657|ref|NZ_CP009285.1|-3085358/1	synthetic_stool_low_S36	lanthionine synthetase [Streptococcus equinus]	TP	other
gi|754859657|ref|NZ_CP009285.1|-2039020/2	synthetic_stool_low_S36	type 2 lantipeptide synthetase LanM [Pleurocapsa sp. PCC 7319]	TP	other
CP010413.1-207964/1	synthetic_stool_high_S25	MULTISPECIES: lanthionine synthetase [Bifidobacterium]	TP	other
HE613569.1-530/2	synthetic_stool_high_S25	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
AZXI01000049.1-584/1	synthetic_stool_high_S25	lanthionine synthetase [Salinispora arenicola]	TP	other
AP009049.1-231578/1	synthetic_stool_high_S42	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
FR687360.1-93672/2	synthetic_stool_high_S42	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
CP003157.1-24909774/1	synthetic_stool_high_S27	type 2 lantibiotic biosynthesis protein LanM, lanM [Lactococcus lactis subsp. cremoris]	TP	other
CP003157.1-17883268/2	synthetic_stool_high_S27	type 2 lantibiotic biosynthesis protein LanM, lanM [Lactococcus lactis subsp. cremoris]	TP	other
FR824043.1-62370/1	synthetic_stool_high_S27	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-27450/2	synthetic_stool_high_S27	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
CP000673.1-2045098/2	synthetic_stool_high_S20	lanthionine synthetase [Streptomyces sp. CB01580]	TP	other
CP000673.1-1457326/2	synthetic_stool_high_S20	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
HE613569.1-21816890/2	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM [Bacillus sp. H1a]	TP	lantibiotic_genome
HE613569.1-21349156/2	synthetic_stool_high_S20	lantibiotic-modifying protein [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-20341398/2	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM, partial [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-19387514/2	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-19216224/2	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-18287496/2	synthetic_stool_high_S20	lantibiotic modifying enzyme [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-17679078/2	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-17648992/2	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-17533552/1	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM, partial [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-17170610/2	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-16890880/2	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-16841084/2	synthetic_stool_high_S20	lantibiotic modifying enzyme [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-16795442/2	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-16132510/1	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-14650756/2	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-13926160/2	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-11666588/2	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-11255672/1	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-10819752/1	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-10366278/1	synthetic_stool_high_S20	lantibiotic modifying enzyme [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-8847690/2	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-8645538/1	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-8457712/2	synthetic_stool_high_S20	lantibiotic modifying enzyme [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-8298670/2	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-5900384/1	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM [Bacillus thuringiensis]	TP	lantibiotic_genome
HE613569.1-5521574/2	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-4697956/2	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
HE613569.1-3933376/2	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-3797458/2	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-3408454/2	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-2836932/1	synthetic_stool_high_S20	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-2624306/1	synthetic_stool_high_S20	type 2 lantipeptide synthetase LanM [Bacillus cereus]	TP	lantibiotic_genome
